seed,cell,sample,model_forward_ms,adapter_total_ms,base_ms,factor_ms,adapter_residual_combine_ms,moe_total_ms,router_ms,shared_expert_ms,selected_expert_compute_ms,expert_dispatch_aggregate_ms,non_adapter_model_ms
260829,a,20,5.666816234588623,4.478975921869278,0.33001600205898285,4.1134080439805984,0.035551875829696655,0,0,0,0,0.0,1.187840312719345
260829,a,21,5.679903984069824,4.489280134439468,0.33475200086832047,4.117504075169563,0.037024058401584625,0,0,0,0,0.0,1.1906238496303558
260829,a,22,5.691391944885254,4.503872096538544,0.32972800731658936,4.135935977101326,0.03820811212062836,0,0,0,0,0.0,1.1875198483467102
260829,a,23,5.677055835723877,4.482047945261002,0.3288320079445839,4.11443205177784,0.03878388553857803,0,0,0,0,0.0,1.1950078904628754
260829,a,24,5.667840003967285,4.479040056467056,0.329632006585598,4.109312012791634,0.040096037089824677,0,0,0,0,0.0,1.1887999475002289
260829,a,25,5.682015895843506,4.488191932439804,0.3326079994440079,4.117856070399284,0.03772786259651184,0,0,0,0,0.0,1.1938239634037018
260829,a,26,5.669888019561768,4.483071953058243,0.3266560062766075,4.119487926363945,0.03692802041769028,0,0,0,0,0.0,1.1868160665035248
260829,a,27,5.673952102661133,4.482272058725357,0.32976000756025314,4.1154560297727585,0.03705602139234543,0,0,0,0,0.0,1.1916800439357758
260829,a,28,5.730303764343262,4.481759935617447,0.32972800731658936,4.115456074476242,0.03657585382461548,0,0,0,0,0.0,1.2485438287258148
260829,a,29,5.669216156005859,4.480703979730606,0.32972799986600876,4.114432066679001,0.036543913185596466,0,0,0,0,0.0,1.1885121762752533
260829,a,30,5.687295913696289,4.504416048526764,0.32972799986600876,4.135935992002487,0.038752056658267975,0,0,0,0,0.0,1.1828798651695251
260829,a,31,5.7024641036987305,4.479999929666519,0.3298560082912445,4.114079907536507,0.036064013838768005,0,0,0,0,0.0,1.2224641740322113
260829,a,32,5.6984639167785645,4.483039945363998,0.3279680013656616,4.114432066679001,0.04063987731933594,0,0,0,0,0.0,1.215423971414566
260829,a,33,5.687295913696289,4.479679971933365,0.3306240066885948,4.113023936748505,0.03603202849626541,0,0,0,0,0.0,1.2076159417629242
260829,a,34,5.672832012176514,4.483071953058243,0.3320319950580597,4.114464059472084,0.03657589852809906,0,0,0,0,0.0,1.1897600591182709
260829,a,35,5.670752048492432,4.482047945261002,0.32972800731658936,4.1160959750413895,0.036223962903022766,0,0,0,0,0.0,1.18870410323143
260829,a,36,5.694143772125244,4.507647901773453,0.35305600613355637,4.118368104100227,0.03622379153966904,0,0,0,0,0.0,1.1864958703517914
260829,a,37,5.707776069641113,4.513600051403046,0.3317760080099106,4.142079934477806,0.03974410891532898,0,0,0,0,0.0,1.1941760182380676
260829,a,38,5.67907190322876,4.48524796962738,0.32972800731658936,4.1185280829668045,0.03699187934398651,0,0,0,0,0.0,1.1938239336013794
260829,a,39,5.696512222290039,4.48102393746376,0.3320000022649765,4.11340805888176,0.03561587631702423,0,0,0,0,0.0,1.2154882848262787
260829,a,40,5.736447811126709,4.542112022638321,0.354592002928257,4.150272086262703,0.03724793344736099,0,0,0,0,0.0,1.194335788488388
260829,a,41,5.6893439292907715,4.497599959373474,0.34508800506591797,4.11443205177784,0.03807990252971649,0,0,0,0,0.0,1.1917439699172974
